Date/Time (EST),2m Temperature (hr. avg) (F),2m Relative Humidity (percent),2m Station Pressure (mb)
2011-01-23 17:00:00,43.9,32.0,1003.3
2011-01-23 18:00:00,40.1,38.0,1004.4
2011-01-23 19:00:00,36.0,44.0,1005.4
2011-01-23 20:00:00,33.1,49.0,1005.9
2011-01-23 21:00:00,31.5,52.0,1006.5
2011-01-23 22:00:00,29.8,57.0,1007.2
2011-01-23 23:00:00,29.1,54.0,1007.8
2011-01-24 00:00:00,29.8,56.0,1008.3
2011-01-24 01:00:00,28.6,60.0,1008.8
2011-01-24 02:00:00,27.3,68.0,1009.2
2011-01-24 03:00:00,27.0,73.0,1009.4
2011-01-24 04:00:00,26.1,72.0,1009.6
2011-01-24 05:00:00,25.7,69.0,1010.0
2011-01-24 06:00:00,25.5,66.0,1010.9
2011-01-24 07:00:00,25.5,64.0,1011.6
2011-01-24 08:00:00,26.1,59.0,1012.0
2011-01-24 09:00:00,27.0,58.0,1012.4
2011-01-24 10:00:00,27.9,58.0,1012.9
2011-01-24 11:00:00,29.1,56.0,1012.3
2011-01-24 12:00:00,30.9,52.0,1011.6
2011-01-24 13:00:00,33.4,50.0,1011.2
2011-01-24 14:00:00,36.3,48.0,1010.2
2011-01-24 15:00:00,37.8,47.0,1009.8
2011-01-24 16:00:00,38.5,49.0,1009.8
2011-01-24 17:00:00,38.5,50.0,1009.3
2011-01-24 18:00:00,37.9,52.0,1009.1
2011-01-24 19:00:00,36.1,53.0,1009.5
2011-01-24 20:00:00,34.9,56.0,1009.5
2011-01-24 21:00:00,34.9,54.0,1009.6
2011-01-24 22:00:00,35.8,56.0,1009.6
2011-01-24 23:00:00,35.4,57.0,1009.0
2011-01-25 00:00:00,34.3,61.0,1008.5
2011-01-25 01:00:00,35.1,58.0,1007.8
2011-01-25 02:00:00,35.6,60.0,1007.1
2011-01-25 03:00:00,35.8,59.0,1006.7
2011-01-25 04:00:00,35.1,79.0,1006.6
2011-01-25 05:00:00,34.3,89.0,1006.1
2011-01-25 06:00:00,34.2,88.0,1005.8
2011-01-25 07:00:00,33.3,93.0,1005.6
2011-01-25 08:00:00,32.0,94.0,1005.7
2011-01-25 09:00:00,33.6,87.0,1006.1
2011-01-25 10:00:00,38.1,74.0,1005.6
2011-01-25 11:00:00,41.5,65.0,1005.3
2011-01-25 12:00:00,44.8,58.0,1003.8
2011-01-25 13:00:00,47.7,55.0,1002.5
2011-01-25 14:00:00,48.6,51.0,1001.3
2011-01-25 15:00:00,50.2,49.0,1000.9
2011-01-25 16:00:00,50.5,48.0,1000.7
2011-01-25 17:00:00,49.8,48.0,1000.5
2011-01-25 18:00:00,48.6,53.0,1000.1
2011-01-25 19:00:00,46.9,76.0,999.3
2011-01-25 20:00:00,44.2,81.0,998.4
2011-01-25 21:00:00,43.5,84.0,997.4
2011-01-25 22:00:00,43.2,84.0,996.9
2011-01-25 23:00:00,41.9,92.0,995.5
2011-01-26 00:00:00,41.2,94.0,994.5
2011-01-26 01:00:00,41.2,95.0,993.4
2011-01-26 02:00:00,41.7,95.0,992.1
2011-01-26 03:00:00,42.3,95.0,991.7
2011-01-26 04:00:00,42.4,94.0,991.2
2011-01-26 05:00:00,41.7,94.0,991.0
2011-01-26 06:00:00,41.0,94.0,990.3
2011-01-26 07:00:00,40.5,94.0,990.0
2011-01-26 08:00:00,40.1,94.0,988.8
2011-01-26 09:00:00,39.9,94.0,988.1
2011-01-26 10:00:00,40.1,95.0,986.6
2011-01-26 11:00:00,40.1,95.0,986.5
2011-01-26 12:00:00,40.6,95.0,984.9
2011-01-26 13:00:00,41.0,94.0,983.7
2011-01-26 14:00:00,41.4,94.0,982.6
2011-01-26 15:00:00,41.7,94.0,982.5
2011-01-26 16:00:00,41.5,94.0,983.7
2011-01-26 17:00:00,40.5,88.0,985.6
2011-01-26 18:00:00,38.7,87.0,987.0
2011-01-26 19:00:00,37.9,90.0,988.4
2011-01-26 20:00:00,38.1,90.0,989.9
2011-01-26 21:00:00,38.7,89.0,990.9
2011-01-26 22:00:00,39.2,82.0,992.5
2011-01-26 23:00:00,40.1,75.0,993.2
2011-01-27 00:00:00,38.8,77.0,994.3
2011-01-27 01:00:00,37.8,78.0,994.4
2011-01-27 02:00:00,36.3,82.0,995.0
2011-01-27 03:00:00,34.5,85.0,995.6
2011-01-27 04:00:00,33.6,84.0,995.9
2011-01-27 05:00:00,32.7,84.0,996.2
2011-01-27 06:00:00,32.9,81.0,997.2
2011-01-27 07:00:00,31.5,85.0,998.1
2011-01-27 08:00:00,31.1,82.0,998.2
2011-01-27 09:00:00,33.1,75.0,998.3
2011-01-27 10:00:00,34.9,67.0,998.4
2011-01-27 11:00:00,37.6,63.0,998.9
2011-01-27 12:00:00,40.6,58.0,997.9
2011-01-27 13:00:00,43.0,50.0,996.8
2011-01-27 14:00:00,44.1,50.0,995.9
2011-01-27 15:00:00,45.1,46.0,995.4
2011-01-27 16:00:00,46.0,48.0,995.5
2011-01-27 17:00:00,45.5,51.0,995.5
2011-01-27 18:00:00,42.8,61.0,995.8
2011-01-27 19:00:00,39.6,70.0,996.0
2011-01-27 20:00:00,36.3,75.0,995.7
2011-01-27 21:00:00,34.9,78.0,995.8
2011-01-27 22:00:00,33.8,78.0,995.9
2011-01-27 23:00:00,35.4,75.0,995.6
2011-01-28 00:00:00,34.5,74.0,995.2
2011-01-28 01:00:00,33.4,79.0,995.0
2011-01-28 02:00:00,34.2,70.0,994.4
2011-01-28 03:00:00,35.6,71.0,993.8
2011-01-28 04:00:00,35.8,71.0,993.3
2011-01-28 05:00:00,34.7,79.0,992.8
2011-01-28 06:00:00,32.4,85.0,993.0
2011-01-28 07:00:00,31.8,84.0,992.9
2011-01-28 08:00:00,32.5,81.0,992.6
2011-01-28 09:00:00,34.3,79.0,992.8
2011-01-28 10:00:00,36.5,73.0,993.2
2011-01-28 11:00:00,38.8,67.0,993.0
2011-01-28 12:00:00,43.0,54.0,992.4
2011-01-28 13:00:00,48.2,46.0,991.3
2011-01-28 14:00:00,51.1,44.0,990.9
2011-01-28 15:00:00,52.7,38.0,990.8
2011-01-28 16:00:00,53.8,37.0,991.3
2011-01-28 17:00:00,52.0,39.0,992.4
2011-01-28 18:00:00,49.1,44.0,993.5
2011-01-28 19:00:00,45.3,44.0,994.7
2011-01-28 20:00:00,43.7,40.0,995.7
2011-01-28 21:00:00,42.3,44.0,996.3
2011-01-28 22:00:00,40.6,49.0,997.0
2011-01-28 23:00:00,38.8,53.0,997.3
2011-01-29 00:00:00,36.9,56.0,997.6
2011-01-29 01:00:00,36.0,58.0,997.7
2011-01-29 02:00:00,34.7,62.0,998.1
2011-01-29 03:00:00,32.5,64.0,998.3
2011-01-29 04:00:00,31.1,74.0,998.6
2011-01-29 05:00:00,29.1,78.0,998.8
2011-01-29 06:00:00,29.1,78.0,999.5
2011-01-29 07:00:00,28.4,82.0,1000.6
2011-01-29 08:00:00,28.0,79.0,1001.0
2011-01-29 09:00:00,32.0,72.0,1001.6
2011-01-29 10:00:00,41.9,44.0,1001.4
2011-01-29 11:00:00,45.9,39.0,1001.0
2011-01-29 12:00:00,49.1,35.0,999.8
2011-01-29 13:00:00,52.0,31.0,998.3
2011-01-29 14:00:00,54.1,29.0,996.7
2011-01-29 15:00:00,56.5,29.0,996.2
2011-01-29 16:00:00,57.4,31.0,996.3
2011-01-29 17:00:00,57.2,32.0,996.5
2011-01-29 18:00:00,55.2,36.0,996.9
2011-01-29 19:00:00,52.7,40.0,997.5
2011-01-29 20:00:00,51.8,42.0,997.8
2011-01-29 21:00:00,51.8,42.0,998.0
2011-01-29 22:00:00,52.0,44.0,998.4
2011-01-29 23:00:00,50.5,47.0,998.4
2011-01-30 00:00:00,49.5,50.0,998.3
2011-01-30 01:00:00,48.4,54.0,998.4
2011-01-30 02:00:00,43.7,66.0,998.9
2011-01-30 03:00:00,43.3,61.0,999.2
2011-01-30 04:00:00,43.3,65.0,999.4
2011-01-30 05:00:00,41.4,71.0,999.9
2011-01-30 06:00:00,40.1,76.0,1000.4
2011-01-30 07:00:00,39.7,78.0,1000.8
2011-01-30 08:00:00,39.7,77.0,1001.7
2011-01-30 09:00:00,43.0,64.0,1002.5
2011-01-30 10:00:00,51.4,48.0,1002.8
2011-01-30 11:00:00,56.7,41.0,1002.9
2011-01-30 12:00:00,60.6,33.0,1002.5
2011-01-30 13:00:00,63.3,31.0,1001.3
2011-01-30 14:00:00,65.8,30.0,1000.2
2011-01-30 15:00:00,66.9,29.0,999.8
2011-01-30 16:00:00,67.3,29.0,999.6
2011-01-30 17:00:00,66.2,32.0,1000.1
2011-01-30 18:00:00,62.4,40.0,1000.8
2011-01-30 19:00:00,57.4,45.0,1001.3
2011-01-30 20:00:00,55.8,46.0,1001.3
2011-01-30 21:00:00,54.9,54.0,1001.7
2011-01-30 22:00:00,51.4,55.0,1002.0
2011-01-30 23:00:00,51.1,59.0,1002.7
2011-01-31 00:00:00,48.7,65.0,1003.2
2011-01-31 01:00:00,45.7,71.0,1003.8
2011-01-31 02:00:00,42.4,80.0,1005.0
2011-01-31 03:00:00,39.7,75.0,1005.2
2011-01-31 04:00:00,38.8,73.0,1005.8
2011-01-31 05:00:00,38.7,70.0,1006.5
2011-01-31 06:00:00,39.0,69.0,1007.1
2011-01-31 07:00:00,39.2,69.0,1008.3
2011-01-31 08:00:00,39.0,62.0,1009.0
2011-01-31 09:00:00,39.0,61.0,1009.5
2011-01-31 10:00:00,38.7,61.0,1010.0
2011-01-31 11:00:00,38.8,60.0,1010.5
2011-01-31 12:00:00,39.0,61.0,1010.3
2011-01-31 13:00:00,38.8,63.0,1009.6
2011-01-31 14:00:00,38.7,61.0,1008.8
2011-01-31 15:00:00,38.8,65.0,1008.4
2011-01-31 16:00:00,38.7,69.0,1008.5
2011-01-31 17:00:00,38.1,71.0,1008.5
2011-01-31 18:00:00,37.8,71.0,1008.9
2011-01-31 19:00:00,37.2,72.0,1008.7
2011-01-31 20:00:00,36.9,76.0,1008.9
2011-01-31 21:00:00,36.5,79.0,1009.4
2011-01-31 22:00:00,36.3,81.0,1009.6
2011-01-31 23:00:00,35.6,84.0,1009.0
2011-02-01 00:00:00,35.2,87.0,1008.9
2011-02-01 01:00:00,34.5,88.0,1008.4
2011-02-01 02:00:00,34.2,90.0,1008.3
2011-02-01 03:00:00,33.6,89.0,1007.6
2011-02-01 04:00:00,33.8,89.0,1007.0
2011-02-01 05:00:00,33.8,89.0,1006.8
2011-02-01 06:00:00,34.0,89.0,1006.7
2011-02-01 07:00:00,34.0,86.0,1006.9
2011-02-01 08:00:00,34.3,86.0,1007.0
2011-02-01 09:00:00,35.6,84.0,1007.0
2011-02-01 10:00:00,36.7,81.0,1007.5
2011-02-01 11:00:00,38.7,74.0,1007.2
2011-02-01 12:00:00,42.4,68.0,1005.7
2011-02-01 13:00:00,44.8,66.0,1004.6
2011-02-01 14:00:00,47.7,60.0,1003.1
2011-02-01 15:00:00,49.5,61.0,1002.8
2011-02-01 16:00:00,50.9,62.0,1002.8
2011-02-01 17:00:00,51.6,65.0,1002.2
2011-02-01 18:00:00,50.4,69.0,1001.6
2011-02-01 19:00:00,49.3,72.0,1001.1
2011-02-01 20:00:00,48.7,74.0,1000.3
2011-02-01 21:00:00,48.7,75.0,1000.2
2011-02-01 22:00:00,49.3,79.0,999.3
2011-02-01 23:00:00,50.9,85.0,998.1
2011-02-02 00:00:00,51.8,88.0,997.5
2011-02-02 01:00:00,53.8,89.0,996.2
2011-02-02 02:00:00,55.4,93.0,995.6
2011-02-02 03:00:00,57.2,93.0,993.0
2011-02-02 04:00:00,59.7,90.0,992.6
2011-02-02 05:00:00,61.7,88.0,992.7
2011-02-02 06:00:00,63.1,85.0,992.8
2011-02-02 07:00:00,63.7,89.0,993.2
2011-02-02 08:00:00,62.6,89.0,993.2
2011-02-02 09:00:00,63.1,84.0,993.7
2011-02-02 10:00:00,63.7,79.0,994.2
2011-02-02 11:00:00,64.4,69.0,994.0
2011-02-02 12:00:00,66.0,47.0,993.6
2011-02-02 13:00:00,66.2,40.0,993.8
2011-02-02 14:00:00,66.6,35.0,993.8
2011-02-02 15:00:00,66.9,30.0,994.4
2011-02-02 16:00:00,66.0,28.0,995.5
2011-02-02 17:00:00,63.7,34.0,997.2
2011-02-02 18:00:00,61.2,38.0,998.4
2011-02-02 19:00:00,59.4,42.0,999.3
2011-02-02 20:00:00,57.4,36.0,1000.5
2011-02-02 21:00:00,54.9,30.0,1001.7
2011-02-02 22:00:00,50.7,33.0,1003.1
2011-02-02 23:00:00,46.8,37.0,1004.0
2011-02-03 00:00:00,44.8,41.0,1005.1
2011-02-03 01:00:00,42.6,42.0,1005.5
2011-02-03 02:00:00,39.6,41.0,1006.4
2011-02-03 03:00:00,37.4,41.0,1007.1
2011-02-03 04:00:00,35.8,46.0,1007.7
2011-02-03 05:00:00,34.5,47.0,1009.0
2011-02-03 06:00:00,33.8,46.0,1010.4
2011-02-03 07:00:00,32.7,45.0,1011.4
2011-02-03 08:00:00,31.6,47.0,1012.2
2011-02-03 09:00:00,31.6,48.0,1013.0
2011-02-03 10:00:00,33.1,44.0,1013.5
2011-02-03 11:00:00,34.9,42.0,1013.7
2011-02-03 12:00:00,35.8,42.0,1013.4
2011-02-03 13:00:00,36.9,41.0,1012.1
2011-02-03 14:00:00,38.5,37.0,1011.5
2011-02-03 15:00:00,38.5,39.0,1011.0
2011-02-03 16:00:00,38.5,38.0,1011.2
2011-02-03 17:00:00,38.3,40.0,1011.8
2011-02-03 18:00:00,37.8,40.0,1011.6
2011-02-03 19:00:00,37.6,41.0,1012.6
2011-02-03 20:00:00,37.6,42.0,1012.5
2011-02-03 21:00:00,37.4,42.0,1012.9
2011-02-03 22:00:00,37.2,44.0,1012.2
2011-02-03 23:00:00,36.9,47.0,1011.9
2011-02-04 00:00:00,36.9,53.0,1012.0
2011-02-04 01:00:00,35.8,63.0,1011.7
2011-02-04 02:00:00,34.9,69.0,1011.3
2011-02-04 03:00:00,34.3,73.0,1010.9
2011-02-04 04:00:00,34.3,78.0,1010.3
2011-02-04 05:00:00,34.2,74.0,1010.7
2011-02-04 06:00:00,34.0,80.0,1010.9
2011-02-04 07:00:00,33.1,84.0,1010.6
2011-02-04 08:00:00,32.9,86.0,1011.1
2011-02-04 09:00:00,32.9,88.0,1010.2
2011-02-04 10:00:00,33.1,89.0,1009.4
2011-02-04 11:00:00,33.8,90.0,1009.3
2011-02-04 12:00:00,34.3,89.0,1008.4
2011-02-04 13:00:00,34.3,90.0,1007.4
2011-02-04 14:00:00,34.9,91.0,1006.0
2011-02-04 15:00:00,35.2,92.0,1005.6
2011-02-04 16:00:00,35.2,92.0,1005.2
2011-02-04 17:00:00,35.2,92.0,1005.1
2011-02-04 18:00:00,35.2,93.0,1004.7
2011-02-04 19:00:00,35.2,94.0,1004.4
2011-02-04 20:00:00,35.1,93.0,1003.6
2011-02-04 21:00:00,34.7,94.0,1002.5
2011-02-04 22:00:00,34.5,94.0,1001.0
2011-02-04 23:00:00,34.9,94.0,1000.9
2011-02-05 00:00:00,35.1,95.0,1000.1
2011-02-05 01:00:00,35.1,95.0,999.0
2011-02-05 02:00:00,34.9,96.0,998.6
2011-02-05 03:00:00,34.7,96.0,998.2
2011-02-05 04:00:00,34.5,96.0,996.8
2011-02-05 05:00:00,34.5,96.0,995.9
2011-02-05 06:00:00,34.7,96.0,995.2
2011-02-05 07:00:00,35.1,96.0,994.2
2011-02-05 08:00:00,35.1,96.0,994.6
2011-02-05 09:00:00,35.2,96.0,993.2
2011-02-05 10:00:00,37.0,95.0,992.8
2011-02-05 11:00:00,38.5,94.0,992.0
2011-02-05 12:00:00,39.6,95.0,990.8
2011-02-05 13:00:00,41.5,94.0,989.2
2011-02-05 14:00:00,44.1,94.0,987.7
2011-02-05 15:00:00,46.0,92.0,987.5
2011-02-05 16:00:00,47.5,88.0,987.5
2011-02-05 17:00:00,48.4,85.0,988.5
2011-02-05 18:00:00,48.2,83.0,989.0
2011-02-05 19:00:00,47.5,84.0,990.0
2011-02-05 20:00:00,46.4,87.0,990.8
2011-02-05 21:00:00,45.7,86.0,991.3
2011-02-05 22:00:00,45.1,85.0,992.0
2011-02-05 23:00:00,44.4,86.0,992.1
2011-02-06 00:00:00,43.3,89.0,992.5
2011-02-06 01:00:00,42.1,90.0,993.5
2011-02-06 02:00:00,41.0,89.0,993.8
2011-02-06 03:00:00,39.2,89.0,994.3
2011-02-06 04:00:00,37.4,88.0,994.7
2011-02-06 05:00:00,36.0,87.0,995.1
2011-02-06 06:00:00,33.6,93.0,995.8
2011-02-06 07:00:00,32.2,93.0,997.0
2011-02-06 08:00:00,31.6,93.0,997.8
2011-02-06 09:00:00,33.6,81.0,998.8
2011-02-06 10:00:00,40.5,62.0,999.6
2011-02-06 11:00:00,43.5,52.0,999.8
2011-02-06 12:00:00,46.4,51.0,999.4
2011-02-06 13:00:00,48.6,47.0,999.0
2011-02-06 14:00:00,50.5,45.0,998.2
2011-02-06 15:00:00,52.2,42.0,998.0
2011-02-06 16:00:00,53.6,41.0,997.7
2011-02-06 17:00:00,52.9,44.0,998.2
2011-02-06 18:00:00,49.6,57.0,998.8
2011-02-06 19:00:00,44.6,68.0,999.6
2011-02-06 20:00:00,43.2,71.0,999.9
2011-02-06 21:00:00,40.6,76.0,999.9
2011-02-06 22:00:00,39.4,80.0,1000.0
2011-02-06 23:00:00,37.4,85.0,1000.1
2011-02-07 00:00:00,36.3,86.0,1000.1
2011-02-07 01:00:00,35.2,88.0,999.7
2011-02-07 02:00:00,34.5,89.0,999.7
2011-02-07 03:00:00,34.5,87.0,999.3
2011-02-07 04:00:00,34.5,90.0,998.8
2011-02-07 05:00:00,34.3,90.0,999.1
2011-02-07 06:00:00,33.3,91.0,999.2
2011-02-07 07:00:00,32.4,90.0,999.3
2011-02-07 08:00:00,31.1,92.0,998.7
2011-02-07 09:00:00,34.3,90.0,998.7
2011-02-07 10:00:00,39.7,79.0,998.0
2011-02-07 11:00:00,48.4,55.0,997.4
2011-02-07 12:00:00,54.1,43.0,996.6
2011-02-07 13:00:00,55.4,46.0,995.3
2011-02-07 14:00:00,53.4,52.0,994.1
2011-02-07 15:00:00,52.2,53.0,993.9
2011-02-07 16:00:00,50.9,58.0,993.4
2011-02-07 17:00:00,48.9,73.0,992.5
2011-02-07 18:00:00,46.8,76.0,991.8
2011-02-07 19:00:00,45.9,80.0,991.1
2011-02-07 20:00:00,44.6,84.0,989.6
2011-02-07 21:00:00,43.9,85.0,990.4
2011-02-07 22:00:00,44.1,81.0,990.2
2011-02-07 23:00:00,43.9,79.0,989.7
2011-02-08 00:00:00,43.7,83.0,989.0
2011-02-08 01:00:00,43.0,87.0,989.5
2011-02-08 02:00:00,42.4,87.0,989.6
2011-02-08 03:00:00,41.9,89.0,989.8
2011-02-08 04:00:00,41.5,88.0,991.5
2011-02-08 05:00:00,40.6,89.0,991.7
2011-02-08 06:00:00,39.6,89.0,992.8
2011-02-08 07:00:00,38.7,87.0,994.7
2011-02-08 08:00:00,38.3,81.0,996.1
2011-02-08 09:00:00,39.9,52.0,997.2
2011-02-08 10:00:00,43.0,45.0,998.5
2011-02-08 11:00:00,44.6,39.0,999.6
2011-02-08 12:00:00,45.3,37.0,999.4
2011-02-08 13:00:00,46.8,36.0,999.2
2011-02-08 14:00:00,47.3,33.0,999.4
2011-02-08 15:00:00,47.1,32.0,999.5
2011-02-08 16:00:00,46.4,30.0,1000.6
2011-02-08 17:00:00,45.7,31.0,1001.4
2011-02-08 18:00:00,43.7,32.0,1002.6
2011-02-08 19:00:00,41.7,34.0,1004.0
2011-02-08 20:00:00,39.7,34.0,1005.4
2011-02-08 21:00:00,37.6,37.0,1006.1
2011-02-08 22:00:00,36.0,41.0,1006.6
2011-02-08 23:00:00,33.6,39.0,1007.7
2011-02-09 00:00:00,32.2,39.0,1007.8
2011-02-09 01:00:00,30.7,44.0,1007.7
2011-02-09 02:00:00,29.5,46.0,1008.0
2011-02-09 03:00:00,28.9,46.0,1007.8
2011-02-09 04:00:00,28.4,44.0,1008.1
2011-02-09 05:00:00,27.7,43.0,1009.0
2011-02-09 06:00:00,27.0,44.0,1009.5
2011-02-09 07:00:00,25.7,52.0,1010.3
2011-02-09 08:00:00,25.2,55.0,1010.7
2011-02-09 09:00:00,27.7,48.0,1010.3
2011-02-09 10:00:00,31.8,45.0,1009.7
2011-02-09 11:00:00,34.7,41.0,1009.1
2011-02-09 12:00:00,38.3,37.0,1008.0
2011-02-09 13:00:00,40.1,36.0,1006.7
2011-02-09 14:00:00,42.3,33.0,1005.4
2011-02-09 15:00:00,44.2,34.0,1003.9
2011-02-09 16:00:00,45.5,34.0,1003.3
2011-02-09 17:00:00,44.6,36.0,1002.6
2011-02-09 18:00:00,43.5,41.0,1002.0
2011-02-09 19:00:00,42.8,45.0,1001.6
2011-02-09 20:00:00,42.4,48.0,1001.4
2011-02-09 21:00:00,41.7,55.0,1001.2
2011-02-09 22:00:00,40.6,53.0,1000.8
2011-02-09 23:00:00,39.4,46.0,1000.4
2011-02-10 00:00:00,37.2,47.0,1000.0
2011-02-10 01:00:00,36.3,51.0,1000.0
2011-02-10 02:00:00,36.3,51.0,998.8
2011-02-10 03:00:00,35.8,49.0,999.3
2011-02-10 04:00:00,35.6,47.0,997.7
2011-02-10 05:00:00,34.5,59.0,997.6
2011-02-10 06:00:00,32.9,78.0,999.4
2011-02-10 07:00:00,31.5,90.0,1000.1
2011-02-10 08:00:00,30.6,87.0,1000.6
2011-02-10 09:00:00,31.1,83.0,1000.5
2011-02-10 10:00:00,32.2,71.0,1001.2
2011-02-10 11:00:00,34.9,60.0,1002.1
2011-02-10 12:00:00,37.6,48.0,1002.4
2011-02-10 13:00:00,39.7,41.0,1001.5
2011-02-10 14:00:00,41.7,36.0,1000.8
2011-02-10 15:00:00,43.0,31.0,1000.6
2011-02-10 16:00:00,43.7,28.0,1001.0
2011-02-10 17:00:00,43.7,26.0,1001.4
2011-02-10 18:00:00,41.2,30.0,1001.7
2011-02-10 19:00:00,37.0,40.0,1003.0
2011-02-10 20:00:00,34.3,40.0,1004.1
2011-02-10 21:00:00,33.6,47.0,1004.8
2011-02-10 22:00:00,31.6,42.0,1005.3
2011-02-10 23:00:00,32.5,66.0,1005.4
2011-02-11 00:00:00,32.0,71.0,1005.3
2011-02-11 01:00:00,30.2,77.0,1004.9
2011-02-11 02:00:00,28.6,79.0,1004.3
2011-02-11 03:00:00,28.2,84.0,1004.1
2011-02-11 04:00:00,26.4,86.0,1003.9
2011-02-11 05:00:00,24.8,88.0,1004.4
2011-02-11 06:00:00,23.7,88.0,1005.2
2011-02-11 07:00:00,23.0,89.0,1005.8
2011-02-11 08:00:00,23.4,87.0,1006.2
2011-02-11 09:00:00,26.6,83.0,1006.5
2011-02-11 10:00:00,33.8,67.0,1006.1
2011-02-11 11:00:00,38.7,55.0,1005.4
2011-02-11 12:00:00,42.1,37.0,1004.6
2011-02-11 13:00:00,45.0,33.0,1003.1
2011-02-11 14:00:00,47.1,31.0,1001.7
2011-02-11 15:00:00,48.2,28.0,1000.9
2011-02-11 16:00:00,49.1,22.0,1000.5
2011-02-11 17:00:00,48.9,26.0,1000.7
2011-02-11 18:00:00,45.5,32.0,1000.5
2011-02-11 19:00:00,40.6,43.0,1001.0
2011-02-11 20:00:00,37.2,47.0,1001.1
2011-02-11 21:00:00,36.0,44.0,1001.1
2011-02-11 22:00:00,37.0,50.0,1001.2
2011-02-11 23:00:00,35.8,47.0,1001.5
2011-02-12 00:00:00,37.0,50.0,1001.4
2011-02-12 01:00:00,35.8,52.0,1001.0
2011-02-12 02:00:00,34.3,59.0,1001.0
2011-02-12 03:00:00,33.1,59.0,1001.0
2011-02-12 04:00:00,31.3,63.0,1001.3
2011-02-12 05:00:00,30.6,60.0,1002.0
2011-02-12 06:00:00,30.0,61.0,1002.7
2011-02-12 07:00:00,29.3,58.0,1003.1
2011-02-12 08:00:00,31.8,48.0,1003.7
2011-02-12 09:00:00,35.8,37.0,1004.3
2011-02-12 10:00:00,39.7,33.0,1004.7
2011-02-12 11:00:00,43.5,28.0,1004.7
2011-02-12 12:00:00,47.5,28.0,1003.8
2011-02-12 13:00:00,50.2,27.0,1002.9
2011-02-12 14:00:00,52.2,25.0,1002.3
2011-02-12 15:00:00,53.4,24.0,1002.1
2011-02-12 16:00:00,54.3,23.0,1002.1
2011-02-12 17:00:00,54.0,24.0,1002.6
2011-02-12 18:00:00,52.2,28.0,1003.0
2011-02-12 19:00:00,48.7,33.0,1003.9
2011-02-12 20:00:00,45.5,36.0,1004.7
2011-02-12 21:00:00,43.3,39.0,1005.1
2011-02-12 22:00:00,41.0,45.0,1005.6
2011-02-12 23:00:00,41.0,39.0,1005.8
2011-02-13 00:00:00,41.2,39.0,1005.9
2011-02-13 01:00:00,38.8,42.0,1006.2
2011-02-13 02:00:00,37.4,50.0,1006.2
2011-02-13 03:00:00,34.9,53.0,1006.3
2011-02-13 04:00:00,34.3,53.0,1006.5
2011-02-13 05:00:00,32.7,62.0,1006.8
2011-02-13 06:00:00,30.7,70.0,1006.8
2011-02-13 07:00:00,29.7,69.0,1006.6
2011-02-13 08:00:00,30.6,66.0,1006.9
2011-02-13 09:00:00,35.8,45.0,1007.3
2011-02-13 10:00:00,45.9,31.0,1007.7
2011-02-13 11:00:00,48.9,32.0,1007.0
2011-02-13 12:00:00,51.1,29.0,1006.5
2011-02-13 13:00:00,53.4,27.0,1004.9
2011-02-13 14:00:00,55.8,26.0,1003.8
2011-02-13 15:00:00,57.7,23.0,1002.7
2011-02-13 16:00:00,58.8,24.0,1002.4
2011-02-13 17:00:00,57.9,25.0,1001.9
2011-02-13 18:00:00,55.9,29.0,1002.1
2011-02-13 19:00:00,53.4,31.0,1002.2
2011-02-13 20:00:00,51.3,34.0,1002.5
2011-02-13 21:00:00,50.9,34.0,1002.3
2011-02-13 22:00:00,50.9,33.0,1001.8
2011-02-13 23:00:00,50.7,34.0,1001.5
2011-02-14 00:00:00,50.0,36.0,1001.1
2011-02-14 01:00:00,49.3,39.0,1000.8
2011-02-14 02:00:00,48.4,40.0,1000.0
2011-02-14 03:00:00,47.5,43.0,999.5
2011-02-14 04:00:00,46.4,45.0,998.5
2011-02-14 05:00:00,45.5,47.0,997.8
2011-02-14 06:00:00,45.1,46.0,997.3
2011-02-14 07:00:00,44.8,47.0,997.2
2011-02-14 08:00:00,45.1,43.0,996.6
2011-02-14 09:00:00,47.5,40.0,996.4
2011-02-14 10:00:00,50.9,34.0,996.0
2011-02-14 11:00:00,55.6,29.0,995.1
2011-02-14 12:00:00,60.6,25.0,994.6
2011-02-14 13:00:00,64.4,22.0,992.9
2011-02-14 14:00:00,66.6,21.0,991.9
2011-02-14 15:00:00,67.8,20.0,991.4
2011-02-14 16:00:00,69.4,18.0,991.7
2011-02-14 17:00:00,69.3,19.0,992.2
2011-02-14 18:00:00,67.1,14.0,994.0
2011-02-14 19:00:00,64.9,16.0,995.1
2011-02-14 20:00:00,62.1,19.0,996.1
2011-02-14 21:00:00,59.7,26.0,997.7
2011-02-14 22:00:00,56.8,34.0,999.5
2011-02-14 23:00:00,52.3,39.0,1001.3
2011-02-15 00:00:00,48.9,43.0,1002.7
2011-02-15 01:00:00,46.6,47.0,1003.4
2011-02-15 02:00:00,44.8,48.0,1004.0
2011-02-15 03:00:00,44.4,46.0,1004.9
2011-02-15 04:00:00,42.1,61.0,1005.4
2011-02-15 05:00:00,38.1,58.0,1006.7
2011-02-15 06:00:00,37.6,61.0,1007.6
2011-02-15 07:00:00,37.2,57.0,1008.3
2011-02-15 08:00:00,38.8,55.0,1010.1
2011-02-15 09:00:00,41.7,45.0,1010.7
